event_index,event_name,marker_code,trial_id,class_name,sample_index,absolute_sample_index,elapsed_sec,iso_time
104,trial_end,210,13,feet,38077,38841,152.29228480000165,2026-03-29T21:56:15.266
105,trial_start,200,14,tongue,38078,38842,152.2925602999967,2026-03-29T21:56:15.266
106,baseline_start,110,14,tongue,38079,38843,152.29260800000338,2026-03-29T21:56:15.266
107,baseline_end,111,14,tongue,39087,39851,156.3459051000027,2026-03-29T21:56:19.320
108,cue_tongue,304,14,tongue,39088,39852,156.3460419999974,2026-03-29T21:56:19.320
109,imagery_tongue,314,14,tongue,39471,40235,157.87458219999826,2026-03-29T21:56:20.848
110,imagery_end,320,14,tongue,40476,41240,161.91530349999812,2026-03-29T21:56:24.889
111,iti_start,330,14,tongue,40477,41241,161.91544989999966,2026-03-29T21:56:24.889
112,trial_end,210,14,tongue,41001,41765,163.99346450000303,2026-03-29T21:56:26.967
113,trial_start,200,15,left_hand,41002,41766,163.9937035999974,2026-03-29T21:56:26.967
114,baseline_start,110,15,left_hand,41003,41767,163.99374279999756,2026-03-29T21:56:26.967
115,baseline_end,111,15,left_hand,42014,42778,168.04929870000342,2026-03-29T21:56:31.023
116,cue_left_hand,301,15,left_hand,42015,42779,168.04940999999963,2026-03-29T21:56:31.023
117,imagery_left_hand,311,15,left_hand,42393,43157,169.57063909999852,2026-03-29T21:56:32.544
118,imagery_end,320,15,left_hand,43396,44160,173.61831079999683,2026-03-29T21:56:36.592
119,iti_start,330,15,left_hand,43397,44161,173.61843180000142,2026-03-29T21:56:36.592
120,trial_end,210,15,left_hand,43919,44683,175.6992051999987,2026-03-29T21:56:38.673
121,trial_start,200,16,right_hand,43920,44684,175.69955309999932,2026-03-29T21:56:38.673
122,baseline_start,110,16,right_hand,43921,44685,175.69960990000254,2026-03-29T21:56:38.673
123,baseline_end,111,16,right_hand,44934,45698,179.75327319999633,2026-03-29T21:56:42.727
124,cue_right_hand,302,16,right_hand,44935,45699,179.75338349999947,2026-03-29T21:56:42.727
125,imagery_right_hand,312,16,right_hand,45320,46084,181.2860281999965,2026-03-29T21:56:44.260
126,imagery_end,320,16,right_hand,46335,47099,185.33444240000244,2026-03-29T21:56:48.308
127,iti_start,330,16,right_hand,46336,47100,185.3345593999984,2026-03-29T21:56:48.308
128,trial_end,210,16,right_hand,46854,47618,187.41216649999842,2026-03-29T21:56:50.386
129,trial_start,200,17,feet,46855,47619,187.41241779999837,2026-03-29T21:56:50.386
130,baseline_start,110,17,feet,46856,47620,187.41245679999702,2026-03-29T21:56:50.386
131,baseline_end,111,17,feet,47868,48632,191.46950780000043,2026-03-29T21:56:54.443
132,cue_feet,303,17,feet,47869,48633,191.46960519999993,2026-03-29T21:56:54.443
133,imagery_feet,313,17,feet,48254,49018,193.00413349999872,2026-03-29T21:56:55.978
134,imagery_end,320,17,feet,49262,50026,197.05409409999993,2026-03-29T21:57:00.028
135,iti_start,330,17,feet,49263,50027,197.05425000000105,2026-03-29T21:57:00.028
136,trial_end,210,17,feet,49766,50530,199.14275479999924,2026-03-29T21:57:02.116
137,trial_start,200,18,tongue,49767,50531,199.14298170000257,2026-03-29T21:57:02.117
138,baseline_start,110,18,tongue,49768,50532,199.14301970000088,2026-03-29T21:57:02.117
139,baseline_end,111,18,tongue,50798,51562,203.18361020000157,2026-03-29T21:57:06.157
140,cue_tongue,304,18,tongue,50799,51563,203.1837938000026,2026-03-29T21:57:06.157
141,imagery_tongue,314,18,tongue,51180,51944,204.70820850000018,2026-03-29T21:57:07.682
142,imagery_end,320,18,tongue,52176,52940,208.75709490000008,2026-03-29T21:57:11.731
143,iti_start,330,18,tongue,52177,52941,208.7572100000034,2026-03-29T21:57:11.731
144,trial_end,210,18,tongue,52717,53481,210.8476290000035,2026-03-29T21:57:13.821
145,trial_start,200,19,left_hand,52718,53482,210.84786919999897,2026-03-29T21:57:13.822
146,baseline_start,110,19,left_hand,52719,53483,210.84790800000337,2026-03-29T21:57:13.822
147,baseline_end,111,19,left_hand,53725,54489,214.8980900000024,2026-03-29T21:57:17.872
148,cue_left_hand,301,19,left_hand,53726,54490,214.89820709999913,2026-03-29T21:57:17.872
149,imagery_left_hand,311,19,left_hand,54114,54878,216.44051279999985,2026-03-29T21:57:19.414
150,imagery_end,320,19,left_hand,55117,55881,220.47328140000172,2026-03-29T21:57:23.447
151,iti_start,330,19,left_hand,55118,55882,220.47340049999912,2026-03-29T21:57:23.447
152,trial_end,210,19,left_hand,55641,56405,222.56117020000238,2026-03-29T21:57:25.535
153,trial_start,200,20,right_hand,55642,56406,222.56140269999742,2026-03-29T21:57:25.535
154,baseline_start,110,20,right_hand,55643,56407,222.56144779999886,2026-03-29T21:57:25.535
155,baseline_end,111,20,right_hand,56644,57408,226.6103273999979,2026-03-29T21:57:29.584
156,cue_right_hand,302,20,right_hand,56645,57409,226.610434000002,2026-03-29T21:57:29.584
157,imagery_right_hand,312,20,right_hand,57034,57798,228.13499990000128,2026-03-29T21:57:31.109
158,imagery_end,320,20,right_hand,58050,58814,232.1777363000001,2026-03-29T21:57:35.151
159,iti_start,330,20,right_hand,58051,58815,232.17786139999953,2026-03-29T21:57:35.152
160,trial_end,210,20,right_hand,58562,59326,234.26350770000136,2026-03-29T21:57:37.237
161,trial_start,200,21,right_hand,58563,59327,234.26376780000282,2026-03-29T21:57:37.237
162,baseline_start,110,21,right_hand,58564,59328,234.263807299998,2026-03-29T21:57:37.237
163,baseline_end,111,21,right_hand,59587,60351,238.32303649999812,2026-03-29T21:57:41.297
164,cue_right_hand,302,21,right_hand,59588,60352,238.3231786000033,2026-03-29T21:57:41.297
165,imagery_right_hand,312,21,right_hand,59968,60732,239.85251229999994,2026-03-29T21:57:42.826
166,imagery_end,320,21,right_hand,60968,61732,243.89598049999768,2026-03-29T21:57:46.870
167,iti_start,330,21,right_hand,60969,61733,243.89608710000175,2026-03-29T21:57:46.870
168,trial_end,210,21,right_hand,61496,62260,245.9859118000022,2026-03-29T21:57:48.960
169,trial_start,200,22,left_hand,61497,62261,245.9862024000031,2026-03-29T21:57:48.960
170,baseline_start,110,22,left_hand,61498,62262,245.98624520000158,2026-03-29T21:57:48.960
171,baseline_end,111,22,left_hand,62512,63276,250.03058250000322,2026-03-29T21:57:53.004
172,cue_left_hand,301,22,left_hand,62513,63277,250.03072370000154,2026-03-29T21:57:53.004
173,imagery_left_hand,311,22,left_hand,62887,63651,251.5591665999964,2026-03-29T21:57:54.533
174,imagery_end,320,22,left_hand,63902,64666,255.6034456999987,2026-03-29T21:57:58.577
175,iti_start,330,22,left_hand,63903,64667,255.60357690000092,2026-03-29T21:57:58.577
176,trial_end,210,22,left_hand,64422,65186,257.68294479999895,2026-03-29T21:58:00.657
177,trial_start,200,23,feet,64423,65187,257.68321899999864,2026-03-29T21:58:00.657
178,baseline_start,110,23,feet,64424,65188,257.6832643000016,2026-03-29T21:58:00.657
179,baseline_end,111,23,feet,65409,66173,261.7313712999967,2026-03-29T21:58:04.705
180,cue_feet,303,23,feet,65410,66174,261.7314931000001,2026-03-29T21:58:04.705
181,imagery_feet,313,23,feet,65821,66585,263.2661726000006,2026-03-29T21:58:06.240
182,imagery_end,320,23,feet,66830,67594,267.32033729999966,2026-03-29T21:58:10.294
183,iti_start,330,23,feet,66831,67595,267.3204908999978,2026-03-29T21:58:10.294
184,trial_end,210,23,feet,67356,68120,269.40725219999877,2026-03-29T21:58:12.381
185,trial_start,200,24,tongue,67357,68121,269.40749949999736,2026-03-29T21:58:12.381
186,baseline_start,110,24,tongue,67358,68122,269.40753859999677,2026-03-29T21:58:12.381
187,baseline_end,111,24,tongue,68362,69126,273.45562880000216,2026-03-29T21:58:16.429
188,cue_tongue,304,24,tongue,68363,69127,273.45576179999625,2026-03-29T21:58:16.429
189,imagery_tongue,314,24,tongue,68735,69499,274.98804409999866,2026-03-29T21:58:17.962
190,imagery_end,320,24,tongue,69748,70512,279.0365206999995,2026-03-29T21:58:22.010
191,iti_start,330,24,tongue,69749,70513,279.0366385000016,2026-03-29T21:58:22.010
192,trial_end,210,24,tongue,70282,71046,281.1240951,2026-03-29T21:58:24.098
193,trial_start,200,25,left_hand,70283,71047,281.1244196999978,2026-03-29T21:58:24.098
194,baseline_start,110,25,left_hand,70284,71048,281.1244835999969,2026-03-29T21:58:24.098
195,baseline_end,111,25,left_hand,71291,72055,285.1789822999999,2026-03-29T21:58:28.153
196,cue_left_hand,301,25,left_hand,71292,72056,285.17909299999883,2026-03-29T21:58:28.153
197,imagery_left_hand,311,25,left_hand,71680,72444,286.7201150999972,2026-03-29T21:58:29.694
198,imagery_end,320,25,left_hand,72692,73456,290.75937800000247,2026-03-29T21:58:33.733
199,iti_start,330,25,left_hand,72693,73457,290.75950520000333,2026-03-29T21:58:33.733
200,trial_end,210,25,left_hand,73212,73976,292.83342249999987,2026-03-29T21:58:35.807
201,trial_start,200,26,feet,73213,73977,292.83366379999643,2026-03-29T21:58:35.807
202,baseline_start,110,26,feet,73214,73978,292.8337021999978,2026-03-29T21:58:35.807
203,baseline_end,111,26,feet,74219,74983,296.89315930000157,2026-03-29T21:58:39.867
204,cue_feet,303,26,feet,74220,74984,296.8933068999977,2026-03-29T21:58:39.867
205,imagery_feet,313,26,feet,74595,75359,298.41844069999934,2026-03-29T21:58:41.392
206,imagery_end,320,26,feet,75613,76377,302.4591702000034,2026-03-29T21:58:45.433
207,iti_start,330,26,feet,75614,76378,302.4593290999983,2026-03-29T21:58:45.433
208,trial_end,210,26,feet,76133,76897,304.54225179999776,2026-03-29T21:58:47.516
209,trial_start,200,27,tongue,76134,76898,304.54253489999974,2026-03-29T21:58:47.516
210,baseline_start,110,27,tongue,76135,76899,304.5425860999967,2026-03-29T21:58:47.516
211,baseline_end,111,27,tongue,77138,77902,308.586793399998,2026-03-29T21:58:51.560
212,cue_tongue,304,27,tongue,77139,77903,308.5868945999973,2026-03-29T21:58:51.561
213,imagery_tongue,314,27,tongue,77537,78301,310.1281080999979,2026-03-29T21:58:53.102
214,imagery_end,320,27,tongue,78537,79301,314.16920910000044,2026-03-29T21:58:57.143
215,iti_start,330,27,tongue,78538,79302,314.16931450000266,2026-03-29T21:58:57.143
216,trial_end,210,27,tongue,79053,79817,316.2424508999975,2026-03-29T21:58:59.216
217,trial_start,200,28,right_hand,79054,79818,316.24272709999786,2026-03-29T21:58:59.216
218,baseline_start,110,28,right_hand,79055,79819,316.24276850000024,2026-03-29T21:58:59.216
219,baseline_end,111,28,right_hand,80072,80836,320.2899577999997,2026-03-29T21:59:03.264
220,cue_right_hand,302,28,right_hand,80073,80837,320.29010579999886,2026-03-29T21:59:03.264
221,imagery_right_hand,312,28,right_hand,80456,81220,321.8183820999984,2026-03-29T21:59:04.792
222,imagery_end,320,28,right_hand,81470,82234,325.88202479999745,2026-03-29T21:59:08.856
223,iti_start,330,28,right_hand,81471,82235,325.88213220000034,2026-03-29T21:59:08.856
224,trial_end,210,28,right_hand,81975,82739,327.97202729999844,2026-03-29T21:59:10.946
225,trial_start,200,29,right_hand,81976,82740,327.9723797999977,2026-03-29T21:59:10.946
226,baseline_start,110,29,right_hand,81977,82741,327.9724492000023,2026-03-29T21:59:10.946
227,baseline_end,111,29,right_hand,83004,83768,332.04325750000135,2026-03-29T21:59:15.017
228,cue_right_hand,302,29,right_hand,83005,83769,332.04337510000187,2026-03-29T21:59:15.017
229,imagery_right_hand,312,29,right_hand,83380,84144,333.56698190000316,2026-03-29T21:59:16.541
230,imagery_end,320,29,right_hand,84409,85173,337.6150669999988,2026-03-29T21:59:20.589
231,iti_start,330,29,right_hand,84410,85174,337.6151893999995,2026-03-29T21:59:20.589
232,trial_end,210,29,right_hand,84928,85692,339.69648540000344,2026-03-29T21:59:22.670
233,trial_start,200,30,left_hand,84929,85693,339.6967990999983,2026-03-29T21:59:22.670
234,baseline_start,110,30,left_hand,84930,85694,339.69685279999976,2026-03-29T21:59:22.671
235,baseline_end,111,30,left_hand,85933,86697,343.7543050000022,2026-03-29T21:59:26.728
236,cue_left_hand,301,30,left_hand,85934,86698,343.75443670000095,2026-03-29T21:59:26.728
237,imagery_left_hand,311,30,left_hand,86329,87093,345.2917660000021,2026-03-29T21:59:28.265
238,imagery_end,320,30,left_hand,87330,88094,349.3370986000009,2026-03-29T21:59:32.311
239,iti_start,330,30,left_hand,87331,88095,349.3371957999989,2026-03-29T21:59:32.311
240,trial_end,210,30,left_hand,87846,88610,351.41504610000266,2026-03-29T21:59:34.389
241,trial_start,200,31,feet,87847,88611,351.4152873999992,2026-03-29T21:59:34.389
242,baseline_start,110,31,feet,87848,88612,351.41533609999897,2026-03-29T21:59:34.389
243,baseline_end,111,31,feet,88862,89626,355.4687905000028,2026-03-29T21:59:38.442
244,cue_feet,303,31,feet,88863,89627,355.4688907000018,2026-03-29T21:59:38.443
245,imagery_feet,313,31,feet,89248,90012,356.9959701999978,2026-03-29T21:59:39.970
246,imagery_end,320,31,feet,90266,91030,361.0644336999976,2026-03-29T21:59:44.038
247,iti_start,330,31,feet,90267,91031,361.064541300002,2026-03-29T21:59:44.038
248,trial_end,210,31,feet,90789,91553,363.1414786000023,2026-03-29T21:59:46.115
249,trial_start,200,32,tongue,90790,91554,363.14173930000106,2026-03-29T21:59:46.115
250,baseline_start,110,32,tongue,90791,91555,363.141778899997,2026-03-29T21:59:46.115
251,baseline_end,111,32,tongue,91804,92568,367.19088219999685,2026-03-29T21:59:50.165
252,cue_tongue,304,32,tongue,91805,92569,367.1910607000027,2026-03-29T21:59:50.165
253,imagery_tongue,314,32,tongue,92182,92946,368.7318721999982,2026-03-29T21:59:51.706
254,imagery_end,320,32,tongue,93193,93957,372.7837059000012,2026-03-29T21:59:55.757
255,iti_start,330,32,tongue,93194,93958,372.7838066999975,2026-03-29T21:59:55.757
256,trial_end,210,32,tongue,93712,94476,374.8513961999997,2026-03-29T21:59:57.825
257,trial_start,200,33,left_hand,93713,94477,374.85164000000077,2026-03-29T21:59:57.825
258,baseline_start,110,33,left_hand,93714,94478,374.8516785000029,2026-03-29T21:59:57.825
259,baseline_end,111,33,left_hand,94731,95495,378.91078710000147,2026-03-29T22:00:01.884
260,cue_left_hand,301,33,left_hand,94732,95496,378.91088630000013,2026-03-29T22:00:01.885
261,imagery_left_hand,311,33,left_hand,95108,95872,380.4431661999988,2026-03-29T22:00:03.417
262,imagery_end,320,33,left_hand,96119,96883,384.4918475000013,2026-03-29T22:00:07.466
263,iti_start,330,33,left_hand,96120,96884,384.491958300001,2026-03-29T22:00:07.466
264,trial_end,210,33,left_hand,96650,97414,386.57932009999786,2026-03-29T22:00:09.553
265,trial_start,200,34,tongue,96651,97415,386.57959239999764,2026-03-29T22:00:09.553
266,baseline_start,110,34,tongue,96652,97416,386.57963839999866,2026-03-29T22:00:09.553
267,baseline_end,111,34,tongue,97653,98417,390.61926259999746,2026-03-29T22:00:13.593
268,cue_tongue,304,34,tongue,97654,98418,390.61940689999756,2026-03-29T22:00:13.593
269,imagery_tongue,314,34,tongue,98036,98800,392.1591507999983,2026-03-29T22:00:15.133
270,imagery_end,320,34,tongue,99053,99817,396.1946813999966,2026-03-29T22:00:19.168
271,iti_start,330,34,tongue,99054,99818,396.1948246000029,2026-03-29T22:00:19.168
272,trial_end,210,34,tongue,99562,100326,398.27381869999954,2026-03-29T22:00:21.247
273,trial_start,200,35,feet,99563,100327,398.2741024999996,2026-03-29T22:00:21.248
274,baseline_start,110,35,feet,99564,100328,398.2741504000005,2026-03-29T22:00:21.248
275,baseline_end,111,35,feet,100585,101349,402.3225972,2026-03-29T22:00:25.296
276,cue_feet,303,35,feet,100586,101350,402.32270869999775,2026-03-29T22:00:25.296
277,imagery_feet,313,35,feet,100970,101734,403.8517482000025,2026-03-29T22:00:26.825
278,imagery_end,320,35,feet,101981,102745,407.92102129999694,2026-03-29T22:00:30.895
279,iti_start,330,35,feet,101982,102746,407.9211310000028,2026-03-29T22:00:30.895
280,trial_end,210,35,feet,102482,103246,409.9964473,2026-03-29T22:00:32.970
281,trial_start,200,36,right_hand,102483,103247,409.99673079999775,2026-03-29T22:00:32.970
282,baseline_start,110,36,right_hand,102484,103248,409.9967716999963,2026-03-29T22:00:32.970
283,baseline_end,111,36,right_hand,103508,104272,414.04317230000015,2026-03-29T22:00:37.017
284,cue_right_hand,302,36,right_hand,103509,104273,414.0432817999972,2026-03-29T22:00:37.017
285,imagery_right_hand,312,36,right_hand,103896,104660,415.5716889999967,2026-03-29T22:00:38.545
286,imagery_end,320,36,right_hand,104912,105676,419.63648410000314,2026-03-29T22:00:42.610
287,iti_start,330,36,right_hand,104913,105677,419.63660959999834,2026-03-29T22:00:42.610
288,trial_end,210,36,right_hand,105432,106196,421.7104569000003,2026-03-29T22:00:44.684
289,trial_start,200,37,right_hand,105433,106197,421.7108128999971,2026-03-29T22:00:44.684
290,baseline_start,110,37,right_hand,105434,106198,421.7108780999988,2026-03-29T22:00:44.685
291,baseline_end,111,37,right_hand,106439,107203,425.7555360999977,2026-03-29T22:00:48.729
292,cue_right_hand,302,37,right_hand,106440,107204,425.75564139999915,2026-03-29T22:00:48.729
293,imagery_right_hand,312,37,right_hand,106818,107582,427.2929912999971,2026-03-29T22:00:50.267
294,imagery_end,320,37,right_hand,107838,108602,431.3385522000026,2026-03-29T22:00:54.312
295,iti_start,330,37,right_hand,107839,108603,431.33866560000024,2026-03-29T22:00:54.312
296,trial_end,210,37,right_hand,108353,109117,433.4170973,2026-03-29T22:00:56.391
297,trial_start,200,38,left_hand,108354,109118,433.41737499999726,2026-03-29T22:00:56.391
298,baseline_start,110,38,left_hand,108355,109119,433.41742030000023,2026-03-29T22:00:56.391
299,baseline_end,111,38,left_hand,109357,110121,437.4614456999989,2026-03-29T22:01:00.435
300,cue_left_hand,301,38,left_hand,109358,110122,437.46158309999737,2026-03-29T22:01:00.435
301,imagery_left_hand,311,38,left_hand,109738,110502,438.99701659999846,2026-03-29T22:01:01.971
302,imagery_end,320,38,left_hand,110760,111524,443.0444084999981,2026-03-29T22:01:06.018
303,iti_start,330,38,left_hand,110761,111525,443.044533100001,2026-03-29T22:01:06.018
304,trial_end,210,38,left_hand,111284,112048,445.1144623,2026-03-29T22:01:08.088
305,trial_start,200,39,feet,111285,112049,445.11473580000165,2026-03-29T22:01:08.088
306,baseline_start,110,39,feet,111286,112050,445.11478129999887,2026-03-29T22:01:08.088
