event_index,save_index,event_name,marker_code,trial_id,mi_run_index,run_trial_index,block_index,prompt_index,class_name,command_duration_sec,execution_success,sample_index,absolute_sample_index,elapsed_sec,iso_time
50,1,cue_start,120,5,1,5,,,feet,,,10825,28053,43.26107459999912,2026-04-04T12:48:50.052
51,1,cue_feet,303,5,1,5,,,feet,,,10826,28054,43.261088400002336,2026-04-04T12:48:50.052
52,1,imagery_start,121,5,1,5,,,feet,,,11347,28575,45.33734790000017,2026-04-04T12:48:52.128
53,1,imagery_feet,313,5,1,5,,,feet,,,11348,28576,45.33741199999349,2026-04-04T12:48:52.128
54,1,imagery_end,320,5,1,5,,,feet,,,12365,29593,49.395008100007544,2026-04-04T12:48:56.185
55,1,iti_start,330,5,1,5,,,feet,,,12366,29594,49.39506809999875,2026-04-04T12:48:56.185
56,1,trial_end,210,5,1,5,,,feet,,,12874,30102,51.47073479999381,2026-04-04T12:48:58.261
57,1,trial_start,200,6,1,6,,,left_hand,,,12875,30103,51.4724339999957,2026-04-04T12:48:58.262
58,1,fixation_start,112,6,1,6,,,left_hand,,,12876,30104,51.47253709999495,2026-04-04T12:48:58.262
59,1,baseline_start,110,6,1,6,,,left_hand,,,12877,30105,51.47256150000612,2026-04-04T12:48:58.264
60,1,baseline_end,111,6,1,6,,,left_hand,,,13398,30626,53.54824380000355,2026-04-04T12:49:00.339
61,1,cue_start,120,6,1,6,,,left_hand,,,13399,30627,53.54830409999704,2026-04-04T12:49:00.339
62,1,cue_left_hand,301,6,1,6,,,left_hand,,,13400,30628,53.54831660000491,2026-04-04T12:49:00.339
63,1,imagery_start,121,6,1,6,,,left_hand,,,13922,31150,55.627692499998375,2026-04-04T12:49:02.418
64,1,imagery_left_hand,311,6,1,6,,,left_hand,,,13923,31151,55.62776679999661,2026-04-04T12:49:02.418
65,1,imagery_end,320,6,1,6,,,left_hand,,,14925,32153,59.67878220000421,2026-04-04T12:49:06.469
66,1,iti_start,330,6,1,6,,,left_hand,,,14926,32154,59.678835400001844,2026-04-04T12:49:06.469
67,1,trial_end,210,6,1,6,,,left_hand,,,15449,32677,61.757958899994264,2026-04-04T12:49:08.548
68,1,trial_start,200,7,1,7,,,tongue,,,15450,32678,61.759650399995735,2026-04-04T12:49:08.551
69,1,fixation_start,112,7,1,7,,,tongue,,,15451,32679,61.759676999994554,2026-04-04T12:49:08.551
70,1,baseline_start,110,7,1,7,,,tongue,,,15452,32680,61.75968830000784,2026-04-04T12:49:08.551
71,1,baseline_end,111,7,1,7,,,tongue,,,15973,33201,63.842910499995924,2026-04-04T12:49:10.633
72,1,cue_start,120,7,1,7,,,tongue,,,15974,33202,63.84297169999627,2026-04-04T12:49:10.633
73,1,cue_tongue,304,7,1,7,,,tongue,,,15975,33203,63.842984699993394,2026-04-04T12:49:10.633
74,1,imagery_start,121,7,1,7,,,tongue,,,16497,33725,65.9204277999961,2026-04-04T12:49:12.711
75,1,imagery_tongue,314,7,1,7,,,tongue,,,16498,33726,65.92060300000594,2026-04-04T12:49:12.711
76,1,imagery_end,320,7,1,7,,,tongue,,,17500,34728,69.97129210000276,2026-04-04T12:49:16.762
77,1,iti_start,330,7,1,7,,,tongue,,,17501,34729,69.971360800002,2026-04-04T12:49:16.762
78,1,trial_end,210,7,1,7,,,tongue,,,18024,35252,72.04719139999361,2026-04-04T12:49:18.838
79,1,trial_start,200,8,1,8,,,right_hand,,,18025,35253,72.04915780000738,2026-04-04T12:49:18.839
80,1,fixation_start,112,8,1,8,,,right_hand,,,18026,35254,72.04918469999393,2026-04-04T12:49:18.839
81,1,baseline_start,110,8,1,8,,,right_hand,,,18027,35255,72.04919619999419,2026-04-04T12:49:18.839
82,1,baseline_end,111,8,1,8,,,right_hand,,,18534,35762,74.1306373999978,2026-04-04T12:49:20.921
83,1,cue_start,120,8,1,8,,,right_hand,,,18535,35763,74.13069190000533,2026-04-04T12:49:20.921
84,1,cue_right_hand,302,8,1,8,,,right_hand,,,18536,35764,74.13070409999636,2026-04-04T12:49:20.921
85,1,imagery_start,121,8,1,8,,,right_hand,,,19057,36285,76.20529630000237,2026-04-04T12:49:22.995
86,1,imagery_right_hand,312,8,1,8,,,right_hand,,,19058,36286,76.20537029999832,2026-04-04T12:49:22.995
87,1,imagery_end,320,8,1,8,,,right_hand,,,20075,37303,80.24956440000096,2026-04-04T12:49:27.040
88,1,iti_start,330,8,1,8,,,right_hand,,,20076,37304,80.24962849999429,2026-04-04T12:49:27.040
89,1,trial_end,210,8,1,8,,,right_hand,,,20599,37827,82.32302029999846,2026-04-04T12:49:29.113
90,1,trial_start,200,9,1,9,,,right_hand,,,20600,37828,82.32470949999697,2026-04-04T12:49:29.115
91,1,fixation_start,112,9,1,9,,,right_hand,,,20601,37829,82.32473419999587,2026-04-04T12:49:29.115
92,1,baseline_start,110,9,1,9,,,right_hand,,,20602,37830,82.32474589999765,2026-04-04T12:49:29.115
93,1,baseline_end,111,9,1,9,,,right_hand,,,21108,38336,84.40004779999435,2026-04-04T12:49:31.190
94,1,cue_start,120,9,1,9,,,right_hand,,,21109,38337,84.40012069999648,2026-04-04T12:49:31.190
95,1,cue_right_hand,302,9,1,9,,,right_hand,,,21110,38338,84.40013340000587,2026-04-04T12:49:31.190
96,1,imagery_start,121,9,1,9,,,right_hand,,,21632,38860,86.4906209000037,2026-04-04T12:49:33.281
97,1,imagery_right_hand,312,9,1,9,,,right_hand,,,21633,38861,86.49067359999754,2026-04-04T12:49:33.281
98,1,imagery_end,320,9,1,9,,,right_hand,,,22650,39878,90.53266270000313,2026-04-04T12:49:37.323
99,1,iti_start,330,9,1,9,,,right_hand,,,22651,39879,90.53272540000034,2026-04-04T12:49:37.323
100,1,trial_end,210,9,1,9,,,right_hand,,,23174,40402,92.60935959999915,2026-04-04T12:49:39.399
101,1,trial_start,200,10,1,10,,,feet,,,23175,40403,92.6109460000007,2026-04-04T12:49:39.402
102,1,fixation_start,112,10,1,10,,,feet,,,23176,40404,92.61096930000349,2026-04-04T12:49:39.402
103,1,baseline_start,110,10,1,10,,,feet,,,23177,40405,92.61098189999757,2026-04-04T12:49:39.402
104,1,baseline_end,111,10,1,10,,,feet,,,23682,40910,94.69518939999398,2026-04-04T12:49:41.486
105,1,cue_start,120,10,1,10,,,feet,,,23683,40911,94.695246400006,2026-04-04T12:49:41.486
106,1,cue_feet,303,10,1,10,,,feet,,,23684,40912,94.69526680000126,2026-04-04T12:49:41.486
107,1,imagery_start,121,10,1,10,,,feet,,,24206,41434,96.7874240999954,2026-04-04T12:49:43.578
108,1,imagery_feet,313,10,1,10,,,feet,,,24207,41435,96.78748689999338,2026-04-04T12:49:43.578
109,1,imagery_end,320,10,1,10,,,feet,,,25224,42452,100.82020859999466,2026-04-04T12:49:47.611
110,1,iti_start,330,10,1,10,,,feet,,,25225,42453,100.82025829999475,2026-04-04T12:49:47.611
111,1,trial_end,210,10,1,10,,,feet,,,25733,42961,102.90629650000483,2026-04-04T12:49:49.697
112,1,trial_start,200,11,1,11,,,left_hand,,,25734,42962,102.90800189999572,2026-04-04T12:49:49.699
113,1,fixation_start,112,11,1,11,,,left_hand,,,25735,42963,102.9080294000014,2026-04-04T12:49:49.699
114,1,baseline_start,110,11,1,11,,,left_hand,,,25736,42964,102.90804189999471,2026-04-04T12:49:49.699
115,1,baseline_end,111,11,1,11,,,left_hand,,,26257,43485,104.98599899999681,2026-04-04T12:49:51.776
116,1,cue_start,120,11,1,11,,,left_hand,,,26258,43486,104.98604220000561,2026-04-04T12:49:51.776
117,1,cue_left_hand,301,11,1,11,,,left_hand,,,26259,43487,104.98605690000113,2026-04-04T12:49:51.776
118,1,imagery_start,121,11,1,11,,,left_hand,,,26781,44009,107.06754590000492,2026-04-04T12:49:53.858
119,1,imagery_left_hand,311,11,1,11,,,left_hand,,,26782,44010,107.06760439999925,2026-04-04T12:49:53.858
120,1,imagery_end,320,11,1,11,,,left_hand,,,27799,45027,111.11015639999823,2026-04-04T12:49:57.901
121,1,iti_start,330,11,1,11,,,left_hand,,,27800,45028,111.11020169999392,2026-04-04T12:49:57.901
122,1,trial_end,210,11,1,11,,,left_hand,,,28293,45521,113.18382479999855,2026-04-04T12:49:59.974
123,1,trial_start,200,12,1,12,,,tongue,,,28294,45522,113.18551929999376,2026-04-04T12:49:59.976
124,1,fixation_start,112,12,1,12,,,tongue,,,28295,45523,113.18554289999884,2026-04-04T12:49:59.976
125,1,baseline_start,110,12,1,12,,,tongue,,,28296,45524,113.18555819999892,2026-04-04T12:49:59.976
126,1,baseline_end,111,12,1,12,,,tongue,,,28832,46060,115.26620399999956,2026-04-04T12:50:02.057
127,1,cue_start,120,12,1,12,,,tongue,,,28833,46061,115.26626279999618,2026-04-04T12:50:02.057
128,1,cue_tongue,304,12,1,12,,,tongue,,,28834,46062,115.26627540000482,2026-04-04T12:50:02.057
129,1,imagery_start,121,12,1,12,,,tongue,,,29356,46584,117.3516277000017,2026-04-04T12:50:04.142
130,1,imagery_tongue,314,12,1,12,,,tongue,,,29357,46585,117.35169019999739,2026-04-04T12:50:04.142
131,1,imagery_end,320,12,1,12,,,tongue,,,30359,47587,121.40628809999907,2026-04-04T12:50:08.197
132,1,iti_start,330,12,1,12,,,tongue,,,30360,47588,121.40636269999959,2026-04-04T12:50:08.197
133,1,trial_end,210,12,1,12,,,tongue,,,30883,48111,123.48615209999844,2026-04-04T12:50:10.277
134,1,trial_start,200,13,1,13,,,left_hand,,,30884,48112,123.48779129999457,2026-04-04T12:50:10.278
135,1,fixation_start,112,13,1,13,,,left_hand,,,30885,48113,123.4878153000027,2026-04-04T12:50:10.278
136,1,baseline_start,110,13,1,13,,,left_hand,,,30886,48114,123.48782670000219,2026-04-04T12:50:10.278
137,1,baseline_end,111,13,1,13,,,left_hand,,,31407,48635,125.5637299999944,2026-04-04T12:50:12.354
138,1,cue_start,120,13,1,13,,,left_hand,,,31408,48636,125.56377269999939,2026-04-04T12:50:12.354
139,1,cue_left_hand,301,13,1,13,,,left_hand,,,31409,48637,125.5637859999988,2026-04-04T12:50:12.354
140,1,imagery_start,121,13,1,13,,,left_hand,,,31931,49159,127.64029840000148,2026-04-04T12:50:14.430
141,1,imagery_left_hand,311,13,1,13,,,left_hand,,,31932,49160,127.6403594000003,2026-04-04T12:50:14.430
142,1,imagery_end,320,13,1,13,,,left_hand,,,32934,50162,131.69100849999813,2026-04-04T12:50:18.481
143,1,iti_start,330,13,1,13,,,left_hand,,,32935,50163,131.69105379999382,2026-04-04T12:50:18.481
144,1,trial_end,210,13,1,13,,,left_hand,,,33458,50686,133.76819990000513,2026-04-04T12:50:20.558
145,1,trial_start,200,14,1,14,,,tongue,,,33459,50687,133.769801500006,2026-04-04T12:50:20.560
146,1,fixation_start,112,14,1,14,,,tongue,,,33460,50688,133.76982580000185,2026-04-04T12:50:20.560
147,1,baseline_start,110,14,1,14,,,tongue,,,33461,50689,133.76983689999906,2026-04-04T12:50:20.560
148,1,baseline_end,111,14,1,14,,,tongue,,,33982,51210,135.85093580000103,2026-04-04T12:50:22.641
149,1,cue_start,120,14,1,14,,,tongue,,,33983,51211,135.8510791000008,2026-04-04T12:50:22.641
150,1,cue_tongue,304,14,1,14,,,tongue,,,33984,51212,135.85112399999343,2026-04-04T12:50:22.641
151,1,imagery_start,121,14,1,14,,,tongue,,,34506,51734,137.93982329999562,2026-04-04T12:50:24.730
152,1,imagery_tongue,314,14,1,14,,,tongue,,,34507,51735,137.9398879000073,2026-04-04T12:50:24.730
153,1,imagery_end,320,14,1,14,,,tongue,,,35509,52737,141.98534480000671,2026-04-04T12:50:28.776
154,1,iti_start,330,14,1,14,,,tongue,,,35510,52738,141.98541229999682,2026-04-04T12:50:28.776
155,1,trial_end,210,14,1,14,,,tongue,,,36032,53260,144.05908819999604,2026-04-04T12:50:30.850
156,1,trial_start,200,15,1,15,,,right_hand,,,36033,53261,144.06076219999522,2026-04-04T12:50:30.852
157,1,fixation_start,112,15,1,15,,,right_hand,,,36034,53262,144.06078230000276,2026-04-04T12:50:30.852
158,1,baseline_start,110,15,1,15,,,right_hand,,,36035,53263,144.0608121999976,2026-04-04T12:50:30.852
159,1,baseline_end,111,15,1,15,,,right_hand,,,36543,53771,146.13722340000095,2026-04-04T12:50:32.928
160,1,cue_start,120,15,1,15,,,right_hand,,,36544,53772,146.1372846000013,2026-04-04T12:50:32.928
161,1,cue_right_hand,302,15,1,15,,,right_hand,,,36545,53773,146.13729889999377,2026-04-04T12:50:32.928
162,1,imagery_start,121,15,1,15,,,right_hand,,,37080,54308,148.21557770000072,2026-04-04T12:50:35.006
163,1,imagery_right_hand,312,15,1,15,,,right_hand,,,37081,54309,148.21569090000412,2026-04-04T12:50:35.006
164,1,imagery_end,320,15,1,15,,,right_hand,,,38083,55311,152.2661214999971,2026-04-04T12:50:39.057
165,1,iti_start,330,15,1,15,,,right_hand,,,38084,55312,152.2661808999983,2026-04-04T12:50:39.057
166,1,trial_end,210,15,1,15,,,right_hand,,,38592,55820,154.344397199995,2026-04-04T12:50:41.135
167,1,trial_start,200,16,1,16,,,feet,,,38593,55821,154.3460855000012,2026-04-04T12:50:41.137
168,1,fixation_start,112,16,1,16,,,feet,,,38594,55822,154.3461118999985,2026-04-04T12:50:41.137
169,1,baseline_start,110,16,1,16,,,feet,,,38595,55823,154.34612360000028,2026-04-04T12:50:41.137
170,1,baseline_end,111,16,1,16,,,feet,,,39131,56359,156.42149969999446,2026-04-04T12:50:43.212
171,1,cue_start,120,16,1,16,,,feet,,,39132,56360,156.42156200000318,2026-04-04T12:50:43.212
172,1,cue_feet,303,16,1,16,,,feet,,,39133,56361,156.4215744999965,2026-04-04T12:50:43.212
173,1,imagery_start,121,16,1,16,,,feet,,,39640,56868,158.4984897999966,2026-04-04T12:50:45.289
174,1,imagery_feet,313,16,1,16,,,feet,,,39641,56869,158.49853209999856,2026-04-04T12:50:45.289
175,1,imagery_end,320,16,1,16,,,feet,,,40658,57886,162.5432717000076,2026-04-04T12:50:49.334
176,1,iti_start,330,16,1,16,,,feet,,,40659,57887,162.54333830000542,2026-04-04T12:50:49.334
177,1,trial_end,210,16,1,16,,,feet,,,41182,58410,164.62548570000217,2026-04-04T12:50:51.415
178,1,trial_start,200,17,1,17,,,tongue,,,41183,58411,164.62717969999358,2026-04-04T12:50:51.418
179,1,fixation_start,112,17,1,17,,,tongue,,,41184,58412,164.62720210000407,2026-04-04T12:50:51.418
180,1,baseline_start,110,17,1,17,,,tongue,,,41185,58413,164.62721310000052,2026-04-04T12:50:51.418
181,1,baseline_end,111,17,1,17,,,tongue,,,41691,58919,166.7008965999994,2026-04-04T12:50:53.491
182,1,cue_start,120,17,1,17,,,tongue,,,41692,58920,166.70096360000025,2026-04-04T12:50:53.491
183,1,cue_tongue,304,17,1,17,,,tongue,,,41693,58921,166.7009762999951,2026-04-04T12:50:53.491
184,1,imagery_start,121,17,1,17,,,tongue,,,42215,59443,168.78182879999804,2026-04-04T12:50:55.573
185,1,imagery_tongue,314,17,1,17,,,tongue,,,42216,59444,168.78188260000024,2026-04-04T12:50:55.573
186,1,imagery_end,320,17,1,17,,,tongue,,,43233,60461,172.8318803000002,2026-04-04T12:50:59.622
187,1,iti_start,330,17,1,17,,,tongue,,,43234,60462,172.83193090000714,2026-04-04T12:50:59.622
188,1,trial_end,210,17,1,17,,,tongue,,,43757,60985,174.9081573000003,2026-04-04T12:51:01.699
189,1,trial_start,200,18,1,18,,,feet,,,43758,60986,174.90981959999772,2026-04-04T12:51:01.700
190,1,fixation_start,112,18,1,18,,,feet,,,43759,60987,174.9098490000033,2026-04-04T12:51:01.700
191,1,baseline_start,110,18,1,18,,,feet,,,43760,60988,174.90986100000737,2026-04-04T12:51:01.700
192,1,baseline_end,111,18,1,18,,,feet,,,44266,61494,176.97667410000577,2026-04-04T12:51:03.767
193,1,cue_start,120,18,1,18,,,feet,,,44267,61495,176.97672770000645,2026-04-04T12:51:03.767
194,1,cue_feet,303,18,1,18,,,feet,,,44268,61496,176.97674139999435,2026-04-04T12:51:03.767
195,1,imagery_start,121,18,1,18,,,feet,,,44790,62018,179.06169200000295,2026-04-04T12:51:05.852
196,1,imagery_feet,313,18,1,18,,,feet,,,44791,62019,179.06175609999627,2026-04-04T12:51:05.852
197,1,imagery_end,320,18,1,18,,,feet,,,45808,63036,183.11564960000396,2026-04-04T12:51:09.906
198,1,iti_start,330,18,1,18,,,feet,,,45809,63037,183.11570579999534,2026-04-04T12:51:09.906
199,1,trial_end,210,18,1,18,,,feet,,,46332,63560,185.2160842000012,2026-04-04T12:51:12.007
200,1,trial_start,200,19,1,19,,,left_hand,,,46333,63561,185.21793179999804,2026-04-04T12:51:12.009
201,1,fixation_start,112,19,1,19,,,left_hand,,,46334,63562,185.2179737999977,2026-04-04T12:51:12.009
202,1,baseline_start,110,19,1,19,,,left_hand,,,46335,63563,185.21798699999636,2026-04-04T12:51:12.009
203,1,baseline_end,111,19,1,19,,,left_hand,,,46841,64069,187.29134049999993,2026-04-04T12:51:14.082
204,1,cue_start,120,19,1,19,,,left_hand,,,46842,64070,187.2913816999935,2026-04-04T12:51:14.082
205,1,cue_left_hand,301,19,1,19,,,left_hand,,,46843,64071,187.29139539999596,2026-04-04T12:51:14.082
206,1,imagery_start,121,19,1,19,,,left_hand,,,47350,64578,189.3718019999942,2026-04-04T12:51:16.163
207,1,imagery_left_hand,311,19,1,19,,,left_hand,,,47351,64579,189.37185100000352,2026-04-04T12:51:16.163
208,1,imagery_end,320,19,1,19,,,left_hand,,,48382,65610,193.41547039999568,2026-04-04T12:51:20.206
209,1,iti_start,330,19,1,19,,,left_hand,,,48383,65611,193.4155136000045,2026-04-04T12:51:20.206
210,1,trial_end,210,19,1,19,,,left_hand,,,48891,66119,195.50528909999412,2026-04-04T12:51:22.296
211,1,trial_start,200,20,1,20,,,right_hand,,,48892,66120,195.5069930000027,2026-04-04T12:51:22.298
212,1,fixation_start,112,20,1,20,,,right_hand,,,48893,66121,195.50701869999466,2026-04-04T12:51:22.298
213,1,baseline_start,110,20,1,20,,,right_hand,,,48894,66122,195.50703090000025,2026-04-04T12:51:22.298
214,1,baseline_end,111,20,1,20,,,right_hand,,,49430,66658,197.59972080000443,2026-04-04T12:51:24.390
215,1,cue_start,120,20,1,20,,,right_hand,,,49431,66659,197.59987410000758,2026-04-04T12:51:24.390
216,1,cue_right_hand,302,20,1,20,,,right_hand,,,49432,66660,197.59988789999625,2026-04-04T12:51:24.390
217,1,imagery_start,121,20,1,20,,,right_hand,,,49939,67167,199.6774321999983,2026-04-04T12:51:26.468
218,1,imagery_right_hand,312,20,1,20,,,right_hand,,,49940,67168,199.67749460000778,2026-04-04T12:51:26.468
219,1,imagery_end,320,20,1,20,,,right_hand,,,50957,68185,203.7231191000028,2026-04-04T12:51:30.513
220,1,iti_start,330,20,1,20,,,right_hand,,,50958,68186,203.72319170000264,2026-04-04T12:51:30.513
221,1,trial_end,210,20,1,20,,,right_hand,,,51466,68694,205.79841529999976,2026-04-04T12:51:32.589
222,1,trial_start,200,21,1,21,,,right_hand,,,51467,68695,205.79999549999775,2026-04-04T12:51:32.591
223,1,fixation_start,112,21,1,21,,,right_hand,,,51468,68696,205.80001459999767,2026-04-04T12:51:32.591
224,1,baseline_start,110,21,1,21,,,right_hand,,,51469,68697,205.80002510000486,2026-04-04T12:51:32.591
225,1,baseline_end,111,21,1,21,,,right_hand,,,51990,69218,207.87257639999734,2026-04-04T12:51:34.663
226,1,cue_start,120,21,1,21,,,right_hand,,,51991,69219,207.87263260000327,2026-04-04T12:51:34.663
227,1,cue_right_hand,302,21,1,21,,,right_hand,,,51992,69220,207.87264620000497,2026-04-04T12:51:34.663
228,1,imagery_start,121,21,1,21,,,right_hand,,,52514,69742,209.9581182999973,2026-04-04T12:51:36.748
229,1,imagery_right_hand,312,21,1,21,,,right_hand,,,52515,69743,209.95817620000162,2026-04-04T12:51:36.748
230,1,imagery_end,320,21,1,21,,,right_hand,,,53517,70745,213.99319880000257,2026-04-04T12:51:40.784
231,1,iti_start,330,21,1,21,,,right_hand,,,53518,70746,213.99336490000132,2026-04-04T12:51:40.784
232,1,trial_end,210,21,1,21,,,right_hand,,,54041,71269,216.07132020000427,2026-04-04T12:51:42.862
233,1,trial_start,200,22,1,22,,,tongue,,,54042,71270,216.0729302999971,2026-04-04T12:51:42.863
234,1,fixation_start,112,22,1,22,,,tongue,,,54043,71271,216.0729507000069,2026-04-04T12:51:42.863
235,1,baseline_start,110,22,1,22,,,tongue,,,54044,71272,216.07296220000717,2026-04-04T12:51:42.863
236,1,baseline_end,111,22,1,22,,,tongue,,,54565,71793,218.15088719999767,2026-04-04T12:51:44.942
237,1,cue_start,120,22,1,22,,,tongue,,,54566,71794,218.15095150000707,2026-04-04T12:51:44.942
238,1,cue_tongue,304,22,1,22,,,tongue,,,54567,71795,218.15096410000115,2026-04-04T12:51:44.942
239,1,imagery_start,121,22,1,22,,,tongue,,,55089,72317,220.23277810000582,2026-04-04T12:51:47.023
240,1,imagery_tongue,314,22,1,22,,,tongue,,,55090,72318,220.23283829999855,2026-04-04T12:51:47.023
241,1,imagery_end,320,22,1,22,,,tongue,,,56092,73320,224.28641970000172,2026-04-04T12:51:51.077
242,1,iti_start,330,22,1,22,,,tongue,,,56093,73321,224.2864802999975,2026-04-04T12:51:51.077
243,1,trial_end,210,22,1,22,,,tongue,,,56616,73844,226.36121800000547,2026-04-04T12:51:53.152
244,1,trial_start,200,23,1,23,,,left_hand,,,56617,73845,226.36295369999425,2026-04-04T12:51:53.153
245,1,fixation_start,112,23,1,23,,,left_hand,,,56618,73846,226.36298720000195,2026-04-04T12:51:53.153
246,1,baseline_start,110,23,1,23,,,left_hand,,,56619,73847,226.3630031000066,2026-04-04T12:51:53.153
247,1,baseline_end,111,23,1,23,,,left_hand,,,56885,74113,227.4642684999999,2026-04-04T12:51:54.254
248,1,trial_end,210,23,1,23,,,left_hand,,,56886,74114,227.4643286000064,2026-04-04T12:51:54.254
249,1,mi_run_end,131,,1,,,,,,,56887,74115,227.46439959999407,2026-04-04T12:51:54.254
