event_index,event_name,marker_code,trial_id,class_name,sample_index,absolute_sample_index,elapsed_sec,iso_time
144,trial_end,210,18,right_hand,65979,66545,264.0187819999992,2026-03-29T21:23:13.284
145,trial_start,200,19,feet,65980,66546,264.0190900999987,2026-03-29T21:23:13.284
146,baseline_start,110,19,feet,65981,66547,264.0191559999985,2026-03-29T21:23:13.284
147,baseline_end,111,19,feet,66990,67556,268.06277249999766,2026-03-29T21:23:17.328
148,cue_feet,303,19,feet,66991,67557,268.06288270000005,2026-03-29T21:23:17.328
149,imagery_feet,313,19,feet,67755,68321,271.1215512999988,2026-03-29T21:23:20.387
150,imagery_end,320,19,feet,69260,69826,277.16796260000046,2026-03-29T21:23:26.433
151,iti_start,330,19,feet,69261,69827,277.1681041999982,2026-03-29T21:23:26.433
152,trial_end,210,19,feet,69650,70216,278.7073343999982,2026-03-29T21:23:27.972
153,trial_start,200,20,tongue,69651,70217,278.70757859999867,2026-03-29T21:23:27.973
154,baseline_start,110,20,tongue,69652,70218,278.707629499997,2026-03-29T21:23:27.973
155,baseline_end,111,20,tongue,70664,71230,282.75706100000025,2026-03-29T21:23:32.022
156,cue_tongue,304,20,tongue,70665,71231,282.7571809999972,2026-03-29T21:23:32.022
157,imagery_tongue,314,20,tongue,71418,71984,285.8118571999985,2026-03-29T21:23:35.077
158,imagery_end,320,20,tongue,72920,73486,291.823042,2026-03-29T21:23:41.088
159,iti_start,330,20,tongue,72921,73487,291.82315209999797,2026-03-29T21:23:41.088
160,trial_end,210,20,tongue,73309,73875,293.3598691999978,2026-03-29T21:23:42.625
161,session_end,101,,,73310,73876,293.36018259999764,2026-03-29T21:23:42.625
