event_index,event_name,marker_code,trial_id,class_name,sample_index,absolute_sample_index,elapsed_sec,iso_time
0,session_start,100,,,0,494,0.007656399997358676,2026-03-29T21:39:09.621
1,trial_start,200,1,tongue,1,495,0.0077746999959344976,2026-03-29T21:39:09.622
2,baseline_start,110,1,tongue,2,496,0.007836199998564553,2026-03-29T21:39:09.622
3,baseline_end,111,1,tongue,1010,1504,4.052237899995816,2026-03-29T21:39:13.666
4,cue_tongue,304,1,tongue,1011,1505,4.052384299997357,2026-03-29T21:39:13.666
5,imagery_tongue,314,1,tongue,1399,1893,5.592096699998365,2026-03-29T21:39:15.206
6,imagery_end,320,1,tongue,2410,2904,9.635533699998632,2026-03-29T21:39:19.249
7,iti_start,330,1,tongue,2411,2905,9.635642399996868,2026-03-29T21:39:19.249
8,trial_end,210,1,tongue,2925,3419,11.713410399999702,2026-03-29T21:39:21.327
9,trial_start,200,2,feet,2926,3420,11.713678499996604,2026-03-29T21:39:21.327
10,baseline_start,110,2,feet,2927,3421,11.713726299996779,2026-03-29T21:39:21.327
11,baseline_end,111,2,feet,3942,4436,15.765689299994847,2026-03-29T21:39:25.379
12,cue_feet,303,2,feet,3943,4437,15.765817399995285,2026-03-29T21:39:25.380
13,imagery_feet,313,2,feet,4326,4820,17.29667419999896,2026-03-29T21:39:26.910
14,imagery_end,320,2,feet,5333,5827,21.34283709999727,2026-03-29T21:39:30.957
15,iti_start,330,2,feet,5334,5828,21.34298889999627,2026-03-29T21:39:30.957
16,trial_end,210,2,feet,5857,6351,23.424408899998525,2026-03-29T21:39:33.038
17,trial_start,200,3,right_hand,5858,6352,23.42465390000143,2026-03-29T21:39:33.038
18,baseline_start,110,3,right_hand,5859,6353,23.424692299995513,2026-03-29T21:39:33.038
19,baseline_end,111,3,right_hand,6868,7362,27.471686199998658,2026-03-29T21:39:37.085
20,cue_right_hand,302,3,right_hand,6869,7363,27.4718400999991,2026-03-29T21:39:37.086
21,imagery_right_hand,312,3,right_hand,7247,7741,28.995966099995712,2026-03-29T21:39:38.610
22,imagery_end,320,3,right_hand,8263,8757,33.044076199999836,2026-03-29T21:39:42.658
23,iti_start,330,3,right_hand,8264,8758,33.04420659999596,2026-03-29T21:39:42.658
24,trial_end,210,3,right_hand,8784,9278,35.125492099999974,2026-03-29T21:39:44.739
25,trial_start,200,4,left_hand,8785,9279,35.12576949999493,2026-03-29T21:39:44.740
26,baseline_start,110,4,left_hand,8786,9280,35.12581639999553,2026-03-29T21:39:44.740
27,baseline_end,111,4,left_hand,9790,10284,39.16356680000172,2026-03-29T21:39:48.777
28,cue_left_hand,301,4,left_hand,9791,10285,39.16372169999522,2026-03-29T21:39:48.777
29,imagery_left_hand,311,4,left_hand,10172,10666,40.69499910000013,2026-03-29T21:39:50.309
30,imagery_end,320,4,left_hand,11185,11679,44.74130679999507,2026-03-29T21:39:54.355
31,iti_start,330,4,left_hand,11186,11680,44.74142569999822,2026-03-29T21:39:54.355
32,trial_end,210,4,left_hand,11706,12200,46.82535569999891,2026-03-29T21:39:56.439
33,trial_start,200,5,tongue,11707,12201,46.82563089999894,2026-03-29T21:39:56.439
34,baseline_start,110,5,tongue,11708,12202,46.82566989999759,2026-03-29T21:39:56.439
35,baseline_end,111,5,tongue,12715,13209,50.86968959999649,2026-03-29T21:40:00.483
36,cue_tongue,304,5,tongue,12716,13210,50.869800000000396,2026-03-29T21:40:00.484
37,imagery_tongue,314,5,tongue,13103,13597,52.406053300001076,2026-03-29T21:40:02.020
38,imagery_end,320,5,tongue,14116,14610,56.47010959999898,2026-03-29T21:40:06.084
39,iti_start,330,5,tongue,14117,14611,56.47023600000102,2026-03-29T21:40:06.084
40,trial_end,210,5,tongue,14631,15125,58.54860489999555,2026-03-29T21:40:08.162
41,trial_start,200,6,feet,14632,15126,58.548872699997446,2026-03-29T21:40:08.163
42,baseline_start,110,6,feet,14633,15127,58.54891869999847,2026-03-29T21:40:08.163
43,baseline_end,111,6,feet,15649,16143,62.588925299998664,2026-03-29T21:40:12.203
44,cue_feet,303,6,feet,15650,16144,62.589027000001806,2026-03-29T21:40:12.203
45,imagery_feet,313,6,feet,16032,16526,64.12505409999721,2026-03-29T21:40:13.739
46,imagery_end,320,6,feet,17041,17535,68.16939730000013,2026-03-29T21:40:17.783
47,iti_start,330,6,feet,17042,17536,68.16952730000048,2026-03-29T21:40:17.783
48,trial_end,210,6,feet,17559,18053,70.24927010000101,2026-03-29T21:40:19.863
49,trial_start,200,7,left_hand,17560,18054,70.2496484000003,2026-03-29T21:40:19.863
50,baseline_start,110,7,left_hand,17561,18055,70.24971440000081,2026-03-29T21:40:19.863
51,baseline_end,111,7,left_hand,18577,19071,74.2948069999984,2026-03-29T21:40:23.909
52,cue_left_hand,301,7,left_hand,18578,19072,74.29492119999486,2026-03-29T21:40:23.909
53,imagery_left_hand,311,7,left_hand,18956,19450,75.8254975000018,2026-03-29T21:40:25.439
54,imagery_end,320,7,left_hand,19966,20460,79.86637789999804,2026-03-29T21:40:29.480
55,iti_start,330,7,left_hand,19967,20461,79.86648350000178,2026-03-29T21:40:29.480
56,trial_end,210,7,left_hand,20493,20987,81.95596609999484,2026-03-29T21:40:31.570
57,trial_start,200,8,right_hand,20494,20988,81.9562386999969,2026-03-29T21:40:31.570
58,baseline_start,110,8,right_hand,20495,20989,81.95628439999564,2026-03-29T21:40:31.570
59,baseline_end,111,8,right_hand,21496,21990,85.99048309999489,2026-03-29T21:40:35.604
60,cue_right_hand,302,8,right_hand,21497,21991,85.9906439999977,2026-03-29T21:40:35.604
61,imagery_right_hand,312,8,right_hand,21882,22376,87.52637449999747,2026-03-29T21:40:37.140
62,imagery_end,320,8,right_hand,22903,23397,91.59579479999957,2026-03-29T21:40:41.210
63,iti_start,330,8,right_hand,22904,23398,91.59595189999527,2026-03-29T21:40:41.210
64,trial_end,210,8,right_hand,23416,23910,93.66373010000098,2026-03-29T21:40:43.277
65,trial_start,200,9,left_hand,23417,23911,93.66409169999679,2026-03-29T21:40:43.278
66,baseline_start,110,9,left_hand,23418,23912,93.66415779999807,2026-03-29T21:40:43.278
67,baseline_end,111,9,left_hand,24430,24924,97.7249759999977,2026-03-29T21:40:47.339
68,cue_left_hand,301,9,left_hand,24431,24925,97.72514260000025,2026-03-29T21:40:47.339
69,imagery_left_hand,311,9,left_hand,24819,25313,99.26391519999743,2026-03-29T21:40:48.878
70,imagery_end,320,9,left_hand,25826,26320,103.30250399999932,2026-03-29T21:40:52.916
71,iti_start,330,9,left_hand,25827,26321,103.30261389999941,2026-03-29T21:40:52.916
72,trial_end,210,9,left_hand,26347,26841,105.39326240000082,2026-03-29T21:40:55.007
73,trial_start,200,10,tongue,26348,26842,105.39357239999663,2026-03-29T21:40:55.007
74,baseline_start,110,10,tongue,26349,26843,105.3936229999963,2026-03-29T21:40:55.007
75,baseline_end,111,10,tongue,27363,27857,109.43172269999923,2026-03-29T21:40:59.045
76,cue_tongue,304,10,tongue,27364,27858,109.4318301999956,2026-03-29T21:40:59.046
77,imagery_tongue,314,10,tongue,27741,28235,110.95964809999714,2026-03-29T21:41:00.573
78,imagery_end,320,10,tongue,28753,29247,115.02565119999781,2026-03-29T21:41:04.639
79,iti_start,330,10,tongue,28754,29248,115.02578099999664,2026-03-29T21:41:04.640
80,trial_end,210,10,tongue,29276,29770,117.1025324000002,2026-03-29T21:41:06.716
81,trial_start,200,11,feet,29277,29771,117.10278860000108,2026-03-29T21:41:06.717
82,baseline_start,110,11,feet,29278,29772,117.10282659999939,2026-03-29T21:41:06.717
83,baseline_end,111,11,feet,30291,30785,121.1538056999998,2026-03-29T21:41:10.768
84,cue_feet,303,11,feet,30292,30786,121.15392279999651,2026-03-29T21:41:10.768
85,imagery_feet,313,11,feet,30672,31166,122.67713939999521,2026-03-29T21:41:12.291
86,imagery_end,320,11,feet,31678,32172,126.73812869999529,2026-03-29T21:41:16.352
87,iti_start,330,11,feet,31679,32173,126.73825869999564,2026-03-29T21:41:16.352
88,trial_end,210,11,feet,32203,32697,128.8030193999948,2026-03-29T21:41:18.417
89,trial_start,200,12,right_hand,32204,32698,128.80332809999527,2026-03-29T21:41:18.417
90,baseline_start,110,12,right_hand,32205,32699,128.80342599999858,2026-03-29T21:41:18.417
91,baseline_end,111,12,right_hand,33216,33710,132.85204299999896,2026-03-29T21:41:22.466
92,cue_right_hand,302,12,right_hand,33217,33711,132.8521599999949,2026-03-29T21:41:22.466
93,imagery_right_hand,312,12,right_hand,33598,34092,134.3914122999995,2026-03-29T21:41:24.005
94,imagery_end,320,12,right_hand,34612,35106,138.44014559999778,2026-03-29T21:41:28.054
95,iti_start,330,12,right_hand,34613,35107,138.44029109999974,2026-03-29T21:41:28.054
96,trial_end,210,12,right_hand,35130,35624,140.5056287999978,2026-03-29T21:41:30.119
97,trial_start,200,13,feet,35131,35625,140.50591139999597,2026-03-29T21:41:30.120
98,baseline_start,110,13,feet,35132,35626,140.5059584999981,2026-03-29T21:41:30.120
99,baseline_end,111,13,feet,36136,36630,144.55283999999665,2026-03-29T21:41:34.167
100,cue_feet,303,13,feet,36137,36631,144.55298449999827,2026-03-29T21:41:34.167
101,imagery_feet,313,13,feet,36522,37016,146.08498829999735,2026-03-29T21:41:35.699
102,imagery_end,320,13,feet,37538,38032,150.1383910000004,2026-03-29T21:41:39.752
103,iti_start,330,13,feet,37539,38033,150.13849710000068,2026-03-29T21:41:39.752
104,trial_end,210,13,feet,38054,38548,152.21672910000052,2026-03-29T21:41:41.830
105,trial_start,200,14,tongue,38055,38549,152.2169802999997,2026-03-29T21:41:41.831
106,baseline_start,110,14,tongue,38056,38550,152.2170352999965,2026-03-29T21:41:41.831
107,baseline_end,111,14,tongue,39070,39564,156.26597870000114,2026-03-29T21:41:45.880
108,cue_tongue,304,14,tongue,39071,39565,156.26609079999616,2026-03-29T21:41:45.880
109,imagery_tongue,314,14,tongue,39451,39945,157.79448019999836,2026-03-29T21:41:47.408
110,imagery_end,320,14,tongue,40463,40957,161.8529655999955,2026-03-29T21:41:51.467
111,iti_start,330,14,tongue,40464,40958,161.8531492999973,2026-03-29T21:41:51.467
112,trial_end,210,14,tongue,40987,41481,163.94095319999906,2026-03-29T21:41:53.555
113,trial_start,200,15,left_hand,40988,41482,163.9412422999958,2026-03-29T21:41:53.555
114,baseline_start,110,15,left_hand,40989,41483,163.94129579999571,2026-03-29T21:41:53.555
115,baseline_end,111,15,left_hand,42000,42494,167.9831481000001,2026-03-29T21:41:57.597
116,cue_left_hand,301,15,left_hand,42001,42495,167.98330310000165,2026-03-29T21:41:57.597
117,imagery_left_hand,311,15,left_hand,42379,42873,169.51234879999538,2026-03-29T21:41:59.126
118,imagery_end,320,15,left_hand,43392,43886,173.56232029999956,2026-03-29T21:42:03.176
119,iti_start,330,15,left_hand,43393,43887,173.5624555999966,2026-03-29T21:42:03.176
120,trial_end,210,15,left_hand,43916,44410,175.64137409999967,2026-03-29T21:42:05.255
121,trial_start,200,16,right_hand,43917,44411,175.64166639999894,2026-03-29T21:42:05.255
122,baseline_start,110,16,right_hand,43918,44412,175.64170909999666,2026-03-29T21:42:05.255
123,baseline_end,111,16,right_hand,44925,45419,179.69490560000122,2026-03-29T21:42:09.309
124,cue_right_hand,302,16,right_hand,44926,45420,179.69502659999853,2026-03-29T21:42:09.309
125,imagery_right_hand,312,16,right_hand,45313,45807,181.2356828999982,2026-03-29T21:42:10.849
126,imagery_end,320,16,right_hand,46331,46825,185.29596820000006,2026-03-29T21:42:14.910
127,iti_start,330,16,right_hand,46332,46826,185.29610500000126,2026-03-29T21:42:14.910
128,trial_end,210,16,right_hand,46846,47340,187.37062019999576,2026-03-29T21:42:16.984
129,trial_start,200,17,feet,46847,47341,187.37089829999604,2026-03-29T21:42:16.985
130,baseline_start,110,17,feet,46848,47342,187.37094539999816,2026-03-29T21:42:16.985
131,baseline_end,111,17,feet,47851,48345,191.4149940999996,2026-03-29T21:42:21.029
132,cue_feet,303,17,feet,47852,48346,191.41514669999742,2026-03-29T21:42:21.029
133,imagery_feet,313,17,feet,48241,48735,192.96018029999686,2026-03-29T21:42:22.574
134,imagery_end,320,17,feet,49259,49753,197.01939909999783,2026-03-29T21:42:26.633
135,iti_start,330,17,feet,49260,49754,197.01952289999463,2026-03-29T21:42:26.633
136,trial_end,210,17,feet,49775,50269,199.09535299999698,2026-03-29T21:42:28.709
137,trial_start,200,18,tongue,49776,50270,199.09561459999532,2026-03-29T21:42:28.709
138,baseline_start,110,18,tongue,49777,50271,199.09565360000124,2026-03-29T21:42:28.709
139,baseline_end,111,18,tongue,50790,51284,203.15110129999812,2026-03-29T21:42:32.765
140,cue_tongue,304,18,tongue,50791,51285,203.15122110000084,2026-03-29T21:42:32.765
141,imagery_tongue,314,18,tongue,51175,51669,204.67718239999522,2026-03-29T21:42:34.291
142,imagery_end,320,18,tongue,52184,52678,208.7332654999991,2026-03-29T21:42:38.347
143,iti_start,330,18,tongue,52185,52679,208.7333881999948,2026-03-29T21:42:38.347
144,trial_end,210,18,tongue,52705,53199,210.80634830000054,2026-03-29T21:42:40.420
145,trial_start,200,19,left_hand,52706,53200,210.80661639999744,2026-03-29T21:42:40.420
146,baseline_start,110,19,left_hand,52707,53201,210.80665600000066,2026-03-29T21:42:40.420
147,baseline_end,111,19,left_hand,53717,54211,214.85067469999922,2026-03-29T21:42:44.464
148,cue_left_hand,301,19,left_hand,53718,54212,214.85082539999712,2026-03-29T21:42:44.465
149,imagery_left_hand,311,19,left_hand,54100,54594,216.39024249999784,2026-03-29T21:42:46.004
150,imagery_end,320,19,left_hand,55108,55602,220.42884319999575,2026-03-29T21:42:50.043
151,iti_start,330,19,left_hand,55109,55603,220.42895999999746,2026-03-29T21:42:50.043
152,trial_end,210,19,left_hand,55627,56121,222.5053162999975,2026-03-29T21:42:52.119
153,trial_start,200,20,right_hand,55628,56122,222.5055962999977,2026-03-29T21:42:52.119
154,baseline_start,110,20,right_hand,55629,56123,222.5056431999983,2026-03-29T21:42:52.119
155,baseline_end,111,20,right_hand,56645,57139,226.55581050000183,2026-03-29T21:42:56.170
156,cue_right_hand,302,20,right_hand,56646,57140,226.55595039999753,2026-03-29T21:42:56.170
157,imagery_right_hand,312,20,right_hand,57028,57522,228.0994165000011,2026-03-29T21:42:57.713
158,imagery_end,320,20,right_hand,58037,58531,232.14851169999747,2026-03-29T21:43:01.762
159,iti_start,330,20,right_hand,58038,58532,232.14863139999943,2026-03-29T21:43:01.762
160,trial_end,210,20,right_hand,58561,59055,234.23026899999968,2026-03-29T21:43:03.844
161,trial_start,200,21,right_hand,58562,59056,234.23056659999565,2026-03-29T21:43:03.844
162,baseline_start,110,21,right_hand,58563,59057,234.2306138999993,2026-03-29T21:43:03.844
163,baseline_end,111,21,right_hand,59575,60069,238.28544169999805,2026-03-29T21:43:07.899
164,cue_right_hand,302,21,right_hand,59576,60070,238.2855655999956,2026-03-29T21:43:07.899
165,imagery_right_hand,312,21,right_hand,59960,60454,239.83271509999759,2026-03-29T21:43:09.446
166,imagery_end,320,21,right_hand,60979,61473,243.8951042999979,2026-03-29T21:43:13.509
167,iti_start,330,21,right_hand,60980,61474,243.89525399999548,2026-03-29T21:43:13.509
168,trial_end,210,21,right_hand,61496,61990,245.97425790000125,2026-03-29T21:43:15.588
169,trial_start,200,22,left_hand,61497,61991,245.9745430999974,2026-03-29T21:43:15.588
170,baseline_start,110,22,left_hand,61498,61992,245.9745896999957,2026-03-29T21:43:15.588
171,baseline_end,111,22,left_hand,62511,63005,250.03055309999763,2026-03-29T21:43:19.644
172,cue_left_hand,301,22,left_hand,62512,63006,250.03071539999655,2026-03-29T21:43:19.644
173,imagery_left_hand,311,22,left_hand,62899,63393,251.56704190000164,2026-03-29T21:43:21.181
174,imagery_end,320,22,left_hand,63907,64401,255.61755849999463,2026-03-29T21:43:25.231
175,iti_start,330,22,left_hand,63908,64402,255.61767669999972,2026-03-29T21:43:25.231
176,trial_end,210,22,left_hand,64432,64926,257.7215689000004,2026-03-29T21:43:27.335
177,trial_start,200,23,feet,64433,64927,257.7218821999995,2026-03-29T21:43:27.336
178,baseline_start,110,23,feet,64434,64928,257.72192659999564,2026-03-29T21:43:27.336
179,baseline_end,111,23,feet,65447,65941,261.76347410000017,2026-03-29T21:43:31.377
180,cue_feet,303,23,feet,65448,65942,261.7636319999947,2026-03-29T21:43:31.377
181,imagery_feet,313,23,feet,65826,66320,263.28831479999644,2026-03-29T21:43:32.902
182,imagery_end,320,23,feet,66839,67333,267.35088079999696,2026-03-29T21:43:36.965
183,iti_start,330,23,feet,66840,67334,267.35098540000035,2026-03-29T21:43:36.965
184,trial_end,210,23,feet,67363,67857,269.4373164999997,2026-03-29T21:43:39.051
185,trial_start,200,24,tongue,67364,67858,269.437662999997,2026-03-29T21:43:39.051
186,baseline_start,110,24,tongue,67365,67859,269.4377258999957,2026-03-29T21:43:39.051
187,baseline_end,111,24,tongue,68374,68868,273.5013263000001,2026-03-29T21:43:43.115
188,cue_tongue,304,24,tongue,68375,68869,273.5014364999952,2026-03-29T21:43:43.115
189,imagery_tongue,314,24,tongue,68760,69254,275.02783030000137,2026-03-29T21:43:44.642
190,imagery_end,320,24,tongue,69773,70267,279.078287999997,2026-03-29T21:43:48.692
191,iti_start,330,24,tongue,69774,70268,279.0783932999984,2026-03-29T21:43:48.692
192,trial_end,210,24,tongue,70297,70791,281.15449929999886,2026-03-29T21:43:50.768
193,trial_start,200,25,left_hand,70298,70792,281.1547449999998,2026-03-29T21:43:50.768
194,baseline_start,110,25,left_hand,70299,70793,281.15478319999966,2026-03-29T21:43:50.769
195,baseline_end,111,25,left_hand,71304,71798,285.20385949999763,2026-03-29T21:43:54.818
196,cue_left_hand,301,25,left_hand,71305,71799,285.2039966000011,2026-03-29T21:43:54.818
